order,seasonal_order,MSE
"(0, 0, 0)","(0, 0, 0, 0)",2105992684.7427273
"(0, 0, 0)","(0, 0, 0, 3)",2105992684.7427273
"(0, 0, 0)","(0, 0, 0, 6)",2105992684.7427273
"(0, 0, 0)","(0, 0, 0, 12)",2105992684.7427273
"(0, 0, 2)","(0, 0, 0, 3)",2577569624.5278087
