order,seasonal_order,MSE
"(1, 0, 2)","(1, 0, 0, 12)",0.020724261549901934
"(2, 1, 0)","(0, 1, 0, 12)",0.07824231405916532
"(2, 1, 0)","(1, 1, 1, 3)",0.16532463775153883
"(4, 0, 6)","(0, 1, 0, 12)",0.40297220671436834
"(4, 0, 5)","(0, 0, 1, 6)",1.0320599583016297
