Date,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg,Revenues,Tax Revenues,BIR,BOC,Other Offices,Non-tax Revenues,BTr Income,Fees and Charges,CARP,Income from Malampaya,Privatization,Grants,Economic Support Fund,Other non-tax,Sale of Assets,Marcos Wealth,Expenditures,Allotment to LGUs,Interest Payments,Tax Expenditures,Subsidy,Equity,Net Lending,NG Disbursements,COVID-19,TRAIN,CREATE,FIST,BIR_COMM
12/1/20,3.3,110804683,5258096.11,8303.75,5854.06,10.77,30.69,58.54,48.0637,5158953,399108.9489,281367.7836,14157.81,680476.7325,1782229.645208686,111085225.5,238548,210202,163354,45343,1505,28346,8373,1293,0,1076,94,1,0,17509,0,0,541138,67730,25333,9192,41161,1240,5914,390568,1,1,0,0,0
1/1/21,3.7,0,0,8424.81,5549.4,0,0,0,48.0614,0,404908.1633,266711.9332,13974.21,671620.0965,1742843.2287119816,110936087.96978109,260732,231147,182150,47270,1727,29585,18660,6785,0,1224,0,0,0,2916,0,0,274792,64119,47024,0,11,0,0,163638,1,1,1,0,0
2/1/21,4.2,0,0,8064.45,5358.48,0,0,0,48.2042,0,388740.3607,258301.2416,13422.93,647041.6023,1715570.8872878128,110901808.41244608,219562,202721,154141,47185,1395,16841,4560,2563,0,1153,7,91,0,8467,0,0,335531.54,72280,31166,6670,7570,45297,18.54,172530,1,1,1,0,0
3/1/21,4.1,0,4433805.49,9533.14,6779.04,10.17,30.07,59.76,48.5743,4374072,463065.6023,329287.1227,16312.18,792352.7250000001,1401619.6986776388,110870645.17850804,216161,189500,133367,54727,1406,26661,16121,5371,0,1529,2,9,0,3629,0,0,407603,70474,47666,30,3838,39,5669,279887,1,1,1,1,0
4/1/21,4.1,0,0,8878.68,5784.51,0,0,0,48.462,0,430278.5902,280328.9236,14663.19,710607.5138,1442078.7931776475,110842598.26796186,291920,272982,219045,51781,2156,18938,9043,1262,0,1517,0,105,0,7011,0,0,336346,91942,23819,2690,23836,52,-3999,198006,1,1,1,1,0
5/1/21,4.1,0,0,9121.64,5943.04,0,0,0,47.9552,0,437430.0705,284999.6718,15064.68,722429.7423,1464729.1303095275,110817667.68081027,256414.52,234333,183711,48617,2005,22081.52,12423,2784,0,2182,23.52,0,0,4669,0,0,456721,76503,28933,3100,44687,18,4807,298673,1,1,1,1,0
6/1/21,3.7,0,4142943.37,9906.89,6578.17,8.96,30.87,60.17,48.1247,4767989,476766.1092,316572.4578,16485.059999999998,793338.567,1642229.8304039044,110795853.41705248,245568,213504,159364,52166,1974,32064,20824,3106,0,2400,191,44,0,5499,0,0,395430,73180,29925,3124,8340,552,295,280014,1,1,1,1,0
7/1/21,3.7,0,0,9991.04,6487.15,0,0,0,49.943,0,498982.5107,323987.7325,16478.190000000002,822970.2431999999,1612234.8132870905,110777155.47668992,256071,230366,170833,57169,2364,25705,13616,2262,0,2026,7,48,0,7746,0,0,377257,66621,59026,3667,6079,18,-197,242043,1,1,1,1,0
8/1/21,4.4,0,0,9850.62,6541.29,0,0,0,50.2343,0,494839.0003,328597.1242,16391.91,823436.1245,1587424.400282099,110761573.85971904,259252,244769,186077,53359,5333,14483,4679,1253,0,2031,7,3,0,6510,0,0,380188,81710,23932,5174,50354,216,4754,214048,1,1,1,1,0
9/1/21,4.2,0,4135498.81,10499.42,6691.76,8.99,27.36,63.65,50.1421,4604095,526462.9676,335538.8991,17191.18,862001.8666999999,1508706.1730837256,110749108.56614378,231445,213477,154228,57562,1687,17968,5606,972,0,1931,4,9,0,9446,0,0,412361,66906,47857,5127,9160,523,677,282111,1,1,1,1,0
10/1/21,4,0,0,10234.67,6420.43,0,0,0,50.7491,0,519400.2913,325831.0441,16655.1,845231.3354,1532032.989452155,110739759.6,253089,219208,162115,55532,1561,33881,8977,2508,0,1823,5,4,0,20564,0,0,317379,65099,31536,2533,5206,218,669,212118,1,1,1,1,0
11/1/21,3.7,0,0,10984.18,6278.24,0,0,0,50.3571,0,553131.4507,316153.9595,17262.42,869285.4102,1539829.3211040166,110733526.94917443,284014,270130,210746,57919,1465,13884,6085,2407,0,1493,14,14,0,3871,0,0,412715,67208,31221,524,12330,149,4557,296726,1,1,1,1,0
12/1/21,3.1,112081264,4825595.62,11395.68,6281.6,10.13,31.22,58.66,50.2478,5664458,572607.8495,315636.5805,17677.28,888244.4299999999,1969475.579026656,112344960.6925483,231310,223530,162368,60276,886,7780,4738,417,0,486,61,27,0,2051,0,0,569315,96656,27327,4070,21356,438,626,418842,1,1,1,1,0
1/1/22,3,0,0,10559.01,6082.16,0,0,0,51.2353,0,540994.0451,311621.2922,16641.17,852615.3373,1914456.237837905,112204778.4,278075,255665,195775,58346,1544,22410,11117,5662,0,1199,0,2,0,4430,0,0,301457,79922,65551,3382,2869,0,1,149732,1,1,1,1,0
2/1/22,3,0,0,10185.73,6249.09,0,0,0,51.2807,0,522331.3644,320457.7096,16434.82,842789.074,1885062.4902242287,112172557.28359573,212402,197744,136607,59433,1704,14658,4224,2614,0,2370,4,59,0,5387,0,0,318202,93367,28230,1936,12688,47,13,181921,1,1,1,1,0
3/1/22,4,0,4266797.02,11768.49,7305.01,9.43,30.61,59.96,52.074,4928798,612832.3483,380401.0907,19073.5,993233.439,1589378.363262279,112143265.32094456,293883,243240,170384,70778,2078,50643,33403,3823,0,2191,4,5,0,11217,0,0,481549,94067,55548,1310,10717,449,724,318734,1,1,1,1,0
4/1/22,4.9,0,0,11462.84,6167.58,0,0,0,51.976,0,595792.5718,320566.1381,17630.42,916358.7099,1628558.0175274063,112116902.55455773,347949,306861,239604,65669,1588,41088,25695,3212,0,1551,12,115,0,10503,0,0,343013,85507,37303,5612,5117,47,1437,207990,1,1,1,1,0
5/1/22,5.4,0,0,11879.48,6355.77,0,0,0,52.3618,0,622030.9559,332799.5576,18235.25,954830.5135,1651967.3191534956,112093468.98443606,304915,284502,216618,66288,1596,20413,8917,3226,0,2255,45,343,0,5627,0,0,451700,88982,33831,4421,7968,9,5292,311197,1,1,1,1,0
6/1/22,6.1,0,4641824.63,12521.68,6741.31,8.35,30.51,61.13,53.5685,5398104,670767.6151,361121.8647,19262.99,1031889.48,1861465.0709475065,112072964.6,290268,251649,173540,76201,1908,38619,20755,4068,0,2410,8,81,0,11297,0,0,505791,89478,36752,2080,13386,143,4100,359852,1,1,1,1,0
7/1/22,6.4,0,0,12215,6240.31,0,0,0,55.8925,0,682726.8875,348786.5267,18455.31,1031513.414,1822726.290129466,112055389.43298724,308632,283066,197390,83596,2080,25566,13389,3837,0,2616,8,316,0,5400,0,0,395395,86406,52091,1341,30321,40,7850,217346,0,1,1,1,1
8/1/22,6.3,0,0,12455.33,6461.89,0,0,0,55.7501,0,694385.893,360251.0137,18917.22,1054636.9067000002,1799952.441420875,112040743.45166026,332440,309987,228938,78884,2165,22453,4907,3369,0,2347,0,14,0,11816,0,0,404476,109491,30773,3611,15536,106,13,244946,0,1,1,1,0
9/1/22,6.9,0,4426630.15,12011.51,7249.23,8.53,26.87,64.61,57.4338,5249946,689866.663,416350.826,19260.74,1106217.489,1729500.0497941105,112029026.66660148,288814,255149,173629,79273,2247,33665,7304,6579,0,2664,8,1,0,17109,0,0,468574,95830,59897,4281,23652,81,613,284220,0,1,1,1,0
10/1/22,7.7,0,0,11024.21,7745.59,0,0,0,58.8247,0,648495.846,455632.0081,18769.8,1104127.854,1750356.6858281964,112020239.07780582,288873,263704,186759,75055,1890,25169,13218,3212,0,1838,33,5,0,6863,0,0,387934,86490,33185,1277,39917,28,6461,220576,0,1,1,1,0
11/1/22,8,0,0,10817.61,7165.6,0,0,0,57.6523,0,623660.097,413113.3209,17983.21,1036773.418,1746168.780953389,112014380.68527484,331061,314161,237143,75724,1294,16900,5279,3399,0,2716,11,112,0,5383,0,0,454990,86233,26092,7085,6169,9,553,328849,0,1,1,1,0
12/1/22,8.1,113100950,5204832.41,10320.21,5810.57,9.42,30.46,60.11,55.6839,6451429,574669.5416,323555.1988,16130.78,898224.7404,2210836.8199250204,113301094.76223838,268193,254106,179287,73173,1646,14087,6556,3360,0,1745,1513,55,0,858,0,0,646559,107511,43605,3448,32070,10199,148,449578,0,1,1,1,0
1/1/23,8.7,0,0,10997.87,5441.87,0,0,0,54.9913,0,604787.1685,299255.5057,16439.74,904042.6742,2176001.4371008216,113194696.98063698,348167.25,308042,234819,70591,2632,40125.25,17753,5395,0,2514,0,10.25,0,14453,0,0,302418,73754,46970,723,1112,0,0,179859,0,1,1,1,0
2/1/23,8.6,0,0,8983.78,5103.31,0,0,0,54.7831,0,492159.3181,279575.1421,14087.09,771734.4602,2139791.0064758565,113170241.24655756,211868,194642,129378,62895,2369,17226,6398,3823,0,2077,22,0,0,4906,0,0,318241,73834,34109,783,9401,11,12,200091,0,1,1,1,0
3/1/23,7.6,0,4611219.42,11631.81,6613.63,9.06,29.96,60.98,54.7956,5614956,637372.008,362397.824,18245.44,999769.832,1827320.9104100447,113148008.7610318,258650,224386,140962,80343,3081,34264,14873,4630,0,1653,6,0,0,13102,0,0,468911,83271,60898,2790,10795,106,628,310423,0,1,1,1,0
4/1/23,6.6,0,0,9748.47,4916.14,0,0,0,55.3155,0,539241.4923,271938.7422,14664.61,811180.2345,1849170.0245761608,113127999.52405731,440696.81,405411,336020,67553,1838,35285.81,18271,3601,0,370,8.81,21,0,13014,0,0,373899,74110,46253,3173,8957,12,5068,236326,0,1,1,1,0
5/1/23,6.1,0,0,10932.62,6530.25,0,0,0,55.7279,0,609251.9541,363917.119,17462.870000000003,973169.0731,1897193.2913305336,113110213.5356347,333437,294048,213273,77926,2849,39389,24942,4545,0,1182,12,16,0,8692,0,0,455668,74940,41344,1836,7376,38,45,330089,0,1,1,1,0
6/1/23,5.4,0,4990934.04,10667.01,6730.74,8.03,29.84,62.14,55.8946,5887040,596228.2571,376212.02,17397.75,972440.2771,2009838.318,113094650.79576588,267315,241172,164736,74125,2311,26143,10753,4452,0,1316,3,158,0,9461,0,0,492713,81486,52884,3821,26055,12,6440,322015,0,1,1,1,0
7/1/23,4.7,0,0,10370.22,6245.73,0,0,0,54.9211,0,569543.8896,343022.3619,16615.949999999997,912566.2515,1976073.2230922305,113081311.30444896,411729,348881,273134,73058,2689,62848,50829,4641,0,1932,11,79,0,5356,0,0,459543,76795,63550,1514,33238,12,4246,280188,0,1,1,1,0
8/1/23,5.3,0,0,10834.74,6729.64,0,0,0,56.1599,0,608477.9149,377935.9094,17564.38,986413.8243,1971359.4168784996,113070195.06168672,310553,291726,213536,75000,3190,18827,6271,5260,0,2125,22,34,0,5115,0,0,443556,75469,42668,2126,18929,3,-1000,305361,0,1,1,1,0
9/1/23,6.1,0,4767549.24,10320.24,6771.93,8.13,26.77,65.1,56.7869,5761125,586054.4369,384556.9117,17092.17,970611.3486,1898885.682264028,113061302.06747444,255408,233533,152171,78897,2465,21875,7946,7129,0,1375,459,243,0,4723,0,0,506349,80923,71448,3555,21264,85,2212,326862,0,1,1,1,0
10/1/23,4.9,0,0,10759.41,6518.43,0,0,0,56.7889,0,611015.0585,370174.4694,17277.84,981189.5279,1922461.0380424568,113054632.32181698,385808,354765,274429,77926,2410,31043,16785,4474,0,1735,146,0,0,7903,0,0,420210,75358,58983,2332,9189,97,1994,272257,0,1,1,1,0
11/1/23,4.1,0,0,11000.53,6231.07,0,0,0,55.8122,0,613963.7805,347769.7251,17231.6,961733.5056,1920769.489737968,113050185.82471076,340395,286064,210242,73687,2135,54331,41497,4363,0,1322,24,1,0,7124,0,0,433649,80236,48548,4969,6734,33,4005,289124,0,1,1,1,0
12/1/23,3.9,113964338,5575901.99,9962.5,5784.38,9.05,29.8,61.15,55.5877,7050442,553792.4613,321540.3801,15746.88,875332.8414,2416601.7001797543,114139928.65825146,260078,246618,174286,71213,1119,13460,11320,3962,0,173,151,87,0,-2233,0,0,661034,75878,60678,4076,10485,100,3159,506658,0,1,1,1,0
1/1/24,2.8,0,0,10340.59,5993.4,0,0,0,55.9723,0,578786.6057,335464.3828,16333.99,914250.9885,2381603.2199205966,114046583.93966712,421801,385170,308435,73397,3338,36631,16735,5310,0,992,187,1,0,13406,0,0,333850,78364,74221,0,0,0,0,181265,0,1,1,1,0
2/1/24,3.4,0,0,9578.97,6015.84,0,0,0,56.0649,0,537043.9952,337277.468,15594.81,874321.4632,2343197.7621342186,114025128.4771465,224016,211311,137988,70560,2763,12705,6498,4203,0,674,44,0,0,1286,0,0,388693,101522,47827,1587,12715,9,0,225033,0,1,1,1,0
3/1/24,3.7,0,4907012.67,9579.22,6225.25,8.6,29.76,61.64,55.8493,6119136,534992.7315,347675.8548,15804.47,882668.5863,1942967.009784712,114005623.51121764,287923,223885,145346,74895,3644,64038,49080,4433,0,505,3,0,0,10017,0,0,483841,80025,70944,4811,6872,224,-451,321416,0,1,1,1,0
4/1/24,3.8,0,0,11030.93,6304.7,0,0,0,56.9506,0,628218.0821,359056.4478,17335.63,987274.5299,2033322.8293869956,113988069.04188168,537196,461780,378521,80742,2517,75416,64010,5496,0,292,159,0,0,5459,0,0,494468,79054,67496,6911,27720,0,1558,311729,0,1,1,1,0
5/1/24,3.9,0,0,11064.76,6334.84,0,0,0,57.7619,0,639121.5606,365912.3946,17399.6,1005033.955,2046566.4103695604,113972465.06913991,382089,303908,219228,81301,3379,78181,20162,4682,0,1117,6,211,0,52003,0,0,557000,81338,61097,1015,9740,0,45,403765,0,1,1,1,0
6/1/24,3.7,0,5203455.44,9904.2,5568.59,7.37,30.25,62.38,58.6963,6494774,581339.8945,326855.6292,15472.79,908195.5237,2165436.163538808,113958811.59298804,296524,249316,172503,74623,2190,47208,7421,5305,0,1460,12,88,0,32922,0,0,505604,83886,55643,6098,10159,20,85,349713,0,1,1,1,0
7/1/24,4.4,0,0,11129.79,6251.6,0,0,0,58.4845,0,650920.2033,365621.7002,17381.39,1016541.904,2187564.4951280095,113947108.61343044,457374,402832,319814,80355,2663,54542,19914,5136,0,965,18,1,0,28508,0,0,486219,86190,79432,4313,10719,85,-1143,306623,0,1,1,1,0
8/1/24,3.3,0,0,11148.73,6753.4,0,0,0,57.1935,0,637634.8893,386250.5829,17902.129999999997,1023885.472,2164754.2794062793,113937356.13046716,386337,320218,238120,78521,3577,66119,16485,7777,0,1104,2684,160,0,37909,0,0,440543,82515,52781,2098,9100,1,0,294048,0,1,1,1,0
9/1/24,1.9,0,5051395.98,11362.26,6259.74,7.51,26.72,65.77,56.0713,6254621,637096.6891,350991.7595,17622,988088.4486,2036580.0662024184,113929554.14409468,299653,253449,174679,76282,2488,46204,9921,7930,0,785,6,3,0,27559,0,0,572919,82505,73852,7155,18217,381,3115,387694,0,1,1,1,0
10/1/24,2.3,0,0,12005.74,6191.05,0,0,0,57.3009,0,687939.7072,354752.7369,18196.79,1042692.444,2085969.175738393,113923702.65431827,473124,414856,325536,86885,2435,58268,14519,4695,0,1168,146,0,0,37740,0,0,466784,84378,55388,928,11968,22,3053,311047,0,1,1,1,0
11/1/24,2.5,0,0,10632.93,5697.41,0,0,0,58.6947,0,624096.6365,334407.7707,16330.34,958504.4072,2075700.3628825776,113919801.66113132,338312,322381,247594,72441,2346,15931,7942,4324,0,1390,18,1,0,2256,0,0,551285,101495,66653,8318,12232,30,44,362513,0,1,1,1,0
12/1/24,2.9,114891199,5884528.49,9818.51,5672.89,8.46,29.58,61.97,58.448,7577838,573872.2725,331569.0747,15491.4,905441.3472,2595756.305579203,115090094.43733633,314674,251587,183839,66672,1076,63087,50668,5924,0,247,10,1,0,6237,0,0,644175,82811,57979,7868,9321,251,625,485320,0,1,1,1,0
1/1/25,2.9,0,0,11497.73,6571.45,0,0,0,58.3906,0,673137.3471,383832.9447,18069.18,1056970.292,2572125.7745095305,114984360.80200984,467147,437538,355096,79254,3188,29609,15744,4693,0,433,0,0,0,8739,0,0,398785,86112,104435,0,4385,0,0,203853,0,1,1,1,0
2/1/25,2.1,0,0,9761.28,6787.09,0,0,0,58.0942,0,568074.7156,394295.2114,16548.370000000003,962369.927,2508593.449423949,114960057.72322512,251767,234345,159653,71765,2927,17422,7921,3664,0,593,19,66,0,5159,0,0,423211,102016,48445,9171,7574,48,0,255957,0,1,1,1,0
3/1/25,1.8,0,5195588.2,11280.45,6767.76,8.34,29.53,62.12,57.4246,6583459,648447.7711,389493.2602,18048.21,1037941.031,2092141.9849411012,114937964.01523784,279253,259637,175660,80359,3618,19616,8676,4636,0,986,302,1,0,5015,0,0,622200,101127,88121,2088,10630,811,555,418868,0,1,1,1,0
4/1/25,1.4,0,0,10755.11,6782.51,0,0,0,56.8529,0,612085.7123,385653.1192,17537.620000000003,997738.8315,2171080.0330552845,114918079.67805138,522055,497983,420527,74701,2755,24072,13837,4829,0,932,155,176,0,4143,0,0,454756,93115,46446,6198,14544,31,763,293659,0,1,1,1,0
5/1/25,1.3,0,0,10946.76,7314.57,0,0,0,55.6246,0,609636.7161,407076.3977,18261.33,1016713.114,2204765.414,114900404.71166176,433090,322895,242704,75657,4534,110195,83022,3951,0,569,777,0,0,21876,0,0,578241,93409,69954,2094,7916,74,549,404245,0,1,1,1,0
6/1/25,1.4,0,5539082.71,11460.54,7064.26,7.47,29.28,63.25,56.3586,6963096,646137.8229,398251.8475,18524.800000000003,1044389.67,2370063.1707325834,114884939.11607112,306906,280115,200524,77035,2556,26791,16066,4837,0,537,13,8,0,5330,0,0,548518,95520,57420,6479,7449,69,406,381175,0,1,1,1,0
7/1/25,0.9,0,0,11772.51,7349.57,0,0,0,56.7523,0,668863.312,417539.7241,19122.08,1086403.036,2347076.589,114871682.89127922,472276,422996,335254,85180,2562,49280,36328,6041,0,1054,7,0,0,5850,0,0,491193,98346,106219,5147,9735,0,0,271746,0,1,1,1,0
8/1/25,1.5,0,0,11112.23,7126.04,0,0,0,57.2525,0,636466.3096,408094.1024,18238.27,1044560.412,2315632.506246566,114860636.0372875,352515,331240,250112,77436,3692,21275,7692,4261,0,771,73,2,0,8476,0,0,437283,103085,63105,3548,8018,134,0,259393,0,1,1,1,0
9/1/25,1.7,0,5316054.33,11944.28,7274.67,7.43,25.87,66.7,57.2501,6556241,684379.7179,416868.8932,19218.95,1101248.611,2139231.645432082,114851798.55409284,281716,265904,182961,80284,2659,15812,7765,7181,0,997,11,0,0,-142,0,0,529796,95467,81704,2175,9203,84,553,340610,0,1,1,1,0
10/1/25,1.7,0,0,11641.73,7448.17,0,0,0,58.2984,0,679003.7967,434256.6198,19089.9,1113260.4164999998,2181968.941555327,114845170.44169572,441714,414501,328842,82962,2697,27213,12513,4356,0,344,605,0,0,9395,0,0,430560,94914,57367,7889,8920,121,167,261182,0,1,1,1,0
11/1/25,1.5,0,0,10421.98,6908.34,0,0,0,58.9136,0,641501.9425,408082.7245,17330.32,1049584.667,2184465.7359364503,114840751.7000994,340740,331434,254285,74867,2282,9306,5615,3689,0,551,21,8,0,-578,0,0,498305,93979,77289,1132,7472,0,41,318392,0,1,1,1,1
12/1/25,1.8,115806994.8,0,0,0,0,0,0,58.8488,7907140,648471.4049,413474.6112,0,1061946.016,2730230.64,115996790.94026424,304253,278582,204210,73172,1200,25671,18030,4326,0,256,11,181,0,2867,0,0,617426,94822,63634,4528,11078,65,36,443263,0,1,1,1,0
1/1/26,2,0,0,11416.82,7142.75,0,0,0,59.1622,0,675444.1882,422580.8041,18559.57,1098024.992,2675119.1428235727,115895894.52881455,468851,442820,358671,80941,3208,26031,,,,,,,,,,,303477,,,,,,,,0,1,1,1,0
2/1/26,2.4,0,0,11012.96,7330.43,0,0,0,58.2803,0,641838.6127,427219.6595,18343.39,1069058.272,2629820.6873345897,115872703.29520924,361331,249791,173235,73687,2869,111540,,,,,,,,,,,532533,,,,,,,,0,1,1,1,0
3/1/26,4.1,0,0,0,0,0,0,0,59.4069,7032331.834,638603.0836,405116.5871,0,1043719.671,2239651.9601906384,115851620.35556938,305088,276539,187259,84780,4500,28549,,,,,,,,,,,654750,,,,,,,,0,1,1,1,0
4/1/26,4.944294525,0,0,0,0,0,0,0,59.84289976,0,655293.2621,432653.5232,0,1087946.785,2327739.2404166614,115832645.7098953,,,,,,76458.63118,,,,,,,,,,,,,,,,,,,0,1,1,1,0
5/1/26,5.188257716,0,0,0,0,0,0,0,59.89549093,0,660184.9961,435260.9368,0,1095445.933,2352104.1111131767,115815779.35818198,,,,,,68794.42327,,,,,,,,,,,,,,,,,,,0,1,1,1,0
6/1/26,5.428283667,0,0,0,0,0,0,0,60.2780821,6668734.813,680366.8775,440452.2782,0,1120819.156,2210385.989268738,115801021.3,,,,,,69316.62156,,,,,,,,,,,,,,,,,,,0,1,1,1,0
7/1/26,5.66525213,0,0,0,0,0,0,0,60.54424092,0,680312.1896,446933.0917,0,1127245.281,2228487.0645201853,115788371.53665088,,,,,,72812.25752,,,,,,,,,,,,,,,,,,,0,1,1,1,0
8/1/26,5.560456826,0,0,0,0,0,0,0,60.70828798,0,688512.0332,454503.4604,0,1143015.494,2226910.4665488596,115777830.0668329,,,,,,65273.40681,,,,,,,,,,,,,,,,,,,0,1,1,1,0
9/1/26,5.812285778,0,0,0,0,0,0,0,60.9899115,8111814.47,694973.6946,457170.775,0,1152144.47,2802549.276671662,115769396.89097524,,,,,,69609.36866,,,,,,,,,,,,,,,,,,,0,1,1,1,0
10/1/26,5.872194086,0,0,0,0,0,0,0,61.1920615,0,678334.8642,435398.9368,0,1113733.801,2737266.263193494,115763072.00908306,,,,,,76556.7799,,,,,,,,,,,,,,,,,,,0,1,1,1,0
11/1/26,6.109064949,0,0,0,0,0,0,0,61.06650268,0,663536.8021,421930.0955,0,1085466.898,2698525.971860637,115758855.42115588,,,,,,68091.35252,,,,,,,,,,,,,,,,,,,0,1,1,1,0
12/1/26,5.743815087,116710298.4,0,0,0,0,0,0,60.94110568,6781106.503,686218.3866,429450.3827,0,1115668.769,2139229.498785909,116899196.28450316,,,,,,84645.92607,,,,,,,,,,,,,,,,,,,0,1,1,1,0
1/1/27,5.797091363,0,0,0,0,0,0,0,61.04284998,0,637169.2196,427375.4265,0,1064544.646,2229248.1063519865,116798777.3895309,,,,,,85335.11844,,,,,,,,,,,,,,,,,,,0,1,1,1,0
2/1/27,5.731312084,0,0,0,0,0,0,0,60.83971802,0,683513.4813,453320.2356,0,1136833.717,2279563.285451772,116775695.9140016,,,,,,83401.22012,,,,,,,,,,,,,,,,,,,0,1,1,1,0
3/1/27,4.629658486,0,0,0,0,0,0,0,60.89711231,7044806.094,663372.6627,423400.6799,0,1086773.343,2381725.5697995974,116754712.7544314,,,,,,77797.63195,,,,,,,,,,,,,,,,,,,0,1,1,1,0
4/1/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0
