Unnamed: 3,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg
2/1/2017,3.1,,,6825.96,5156.3,,,,49.9614,,11982.26,598650.4848,1415999.768,105423256.3
3/1/2017,3.1,,3722688.28,8107.13,6003.05,10.8,30.82,58.38,50.2752,3745533,14110.18,709392.1215,1192802.349,105387877.4
4/1/2017,3.2,,,7140.82,5587.11,,,,49.8626,,12727.93,634647.6824,1239821.777,105356036.4
5/1/2017,2.9,,,8494.95,5987.55,,,,49.8603,,14482.5,722101.7948,1252784.681,105327733.2
6/1/2017,2.5,,4140186,7289.68,5704.04,9.16,30.55,60.28,49.8501,4153954,12993.72,647738.2414,1419052.489,105302968
7/1/2017,2.4,,,7138.89,5833.61,,,,50.6382,,12972.5,656904.0495,1400348.945,105281740.6
8/1/2017,2.6,,,8715.34,5978.83,,,,50.8747,,14694.17,747561.4905,1383988.397,105264051.1
9/1/2017,3,,3852482.66,7737.89,5985.71,9.38,28.84,61.78,51.0094,4017922,13723.6,700032.6018,1314480.193,105249899.6
10/1/2017,3.1,,,8497.79,5912.65,,,,51.3433,,14410.44,739879.5441,1338320.772,105239285.9
11/1/2017,3,,,8862.53,5582.9,,,,51.0384,,14445.43,737271.6345,1342199.642,105232210.1
12/1/2017,2.9,106735719,4347318.95,9356.25,5384.03,11.23,30.87,57.9,50.3947,4639242,14740.28,742831.9885,1589002.846,107028059.8
1/1/2018,3.4,,,8882.7,5656.21,,,,50.5087,,14538.91,734341.4435,1564509.949,106872650.2
2/1/2018,3.7,,,7762.25,5225.71,,,,51.7856,,12987.96,672589.3014,1543741.912,106836929
3/1/2018,4.3,,3959977.37,8364.28,6024.47,10.4,30.98,58.62,52.0676,4101138,14388.75,749187.6795,1315439.071,106804455.2
4/1/2018,4.3,,,9180.81,5481.97,,,,52.0986,,14662.78,763910.3101,1359590.872,106775228.8
5/1/2018,4.6,,,9972.39,6091.89,,,,52.1948,,16064.28,838471.8817,1375381.946,106749249.8
6/1/2018,5,,4437331.26,9469.46,5916.49,8.62,30.86,60.52,53.0476,4568792,15385.95,816187.7212,1558818.514,106726518.1
7/1/2018,5.8,,,9982.73,5966.51,,,,53.4329,,15949.24,852214.146,1541884.442,106707033.8
8/1/2018,6.6,,,9814.79,6216.23,,,,53.2735,,16031.02,854028.544,1521732.463,106690796.9
9/1/2018,6.9,,4142636.11,10076.42,6052.78,8.84,28.98,62.19,53.9419,4450213,16129.2,870039.6935,1460698.608,106677807.4
10/1/2018,6.9,,,10724.29,6308.84,,,,54.0086,,17033.13,919935.5049,1487248.947,106668065.2
11/1/2018,6.1,,,9710.64,5636.46,,,,52.8083,,15347.1,810454.2609,1474080.706,106661570.5
12/1/2018,5.2,108119693,4636033.35,8900.09,4729.85,10.72,31.34,57.94,52.7691,5145048,13629.94,719239.6669,1740881.191,108408698
1/1/2019,4.4,,,9565.31,5293.1,,,,52.4679,,14858.41,779589.57,1733225.34,108255061.7
2/1/2019,3.8,,,7984.95,5251.62,,,,52.1901,,13236.57,690817.912,1707672.265,108219748.2
3/1/2019,3.4,,4215576.48,9365.8,6030.8,9.88,30.73,59.39,52.4134,4426077,15396.6,806988.1544,1423517.596,108187644.9
4/1/2019,3.2,,,9451.19,5652.23,,,,52.1122,,15103.42,787072.4437,1465057.305,108158752
5/1/2019,3.2,,,9848.9,6199.69,,,,52.262,,16048.59,838731.4106,1485505.107,108133069.4
6/1/2019,2.7,,4720383.97,8785.68,6149.83,8.22,30.27,61.51,51.8029,4865973,14935.51,773702.731,1645655.303,108110597.1
7/1/2019,2.2,,,9893.35,6252.11,,,,51.1429,,16145.46,825725.6462,1640682.375,108091335.1
8/1/2019,1.4,,,9307.45,6302.58,,,,52.0547,,15610.03,812575.4286,1618940.18,108075283.5
9/1/2019,0.5,,4397241.33,9488.56,6079.81,8.56,28.9,62.54,52.1052,4725892,15568.37,811193.0325,1546351.805,108062442.2
10/1/2019,0.6,,,9914.28,6341.73,,,,51.5042,,16256.01,837252.7902,1575906.997,108052811.2
11/1/2019,1.2,,,9275.21,5622.87,,,,50.7268,,14898.08,755731.9245,1567092.452,108046390.6
12/1/2019,2.4,109465287,4931988.49,8712.41,5750.62,10.14,31.49,58.37,50.7671,5499920,14463.03,734246.0903,1875242.229,109745014.2
1/1/2020,3,,,9556.69,5801.89,,,,50.8386,,15358.58,780808.7052,1856651.463,109596310.1
2/1/2020,2.5,,,7400.35,5432.17,,,,50.7448,,12832.52,651183.6609,1817168.105,109562130.1
3/1/2020,2.2,,4463185.92,7804.99,5079.05,9.92,30.19,59.89,50.9036,4449141,12884.04,655844.0185,1374282.376,109531057.5
4/1/2020,1.8,,,3507.07,3319.97,,,,50.7349,,6827.04,346369.1917,1453237.704,109503092.1
5/1/2020,1.6,,,5855.19,4541.51,,,,50.5556,,10396.7,525611.4065,1507156.833,109478233.9
6/1/2020,2.3,,4985924.38,6955.79,5531.67,10.04,28.52,61.44,50.0972,4138373,12487.46,625586.7811,1439474.97,109456483.1
7/1/2020,2.4,,,7833.6,5698.73,,,,49.4675,,13532.33,669410.5343,1402436.859,109437839.5
8/1/2020,2.2,,,7679.4,5499.62,,,,48.8433,,13179.02,643706.8276,1374271.779,109422303.2
9/1/2020,2.2,,4675544.21,8552.49,6286.06,9.79,26.95,63.26,48.5057,4205108,14838.55,719754.2547,1399795.906,109409874.1
10/1/2020,2.3,,,8335.45,6287.05,,,,48.4822,,14622.5,708930.9695,1405164.964,109400552.3
11/1/2020,3,,,8026.77,5882.74,,,,48.2521,,13909.51,671163.0675,1399228.103,109394337.8
12/1/2020,3.3,110804683,5258096.11,8303.75,5854.06,10.77,30.69,58.54,48.0637,5158953,14157.81,680476.7325,1782229.645,111085225.5
1/1/2021,3.7,,,8424.81,5549.4,,,,48.0614,,13974.21,671620.0965,1742843.229,110936088
2/1/2021,4.2,,,8064.45,5358.48,,,,48.2042,,13422.93,647041.6023,1715570.887,110901808.4
3/1/2021,4.1,,4433805.49,9533.14,6779.04,10.17,30.07,59.76,48.5743,4374072,16312.18,792352.725,1401619.699,110870645.2
4/1/2021,4.1,,,8878.68,5784.51,,,,48.462,,14663.19,710607.5138,1442078.793,110842598.3
5/1/2021,4.1,,,9121.64,5943.04,,,,47.9552,,15064.68,722429.7423,1464729.13,110817667.7
6/1/2021,3.7,,4142943.37,9906.89,6578.17,8.96,30.87,60.17,48.1247,4767989,16485.06,793338.567,1642229.83,110795853.4
7/1/2021,3.7,,,9991.04,6487.15,,,,49.943,,16478.19,822970.2432,1612234.813,110777155.5
8/1/2021,4.4,,,9850.62,6541.29,,,,50.2343,,16391.91,823436.1245,1587424.4,110761573.9
9/1/2021,4.2,,4135498.81,10499.42,6691.76,8.99,27.36,63.65,50.1421,4604095,17191.18,862001.8667,1508706.173,110749108.6
10/1/2021,4,,,10234.67,6420.43,,,,50.7491,,16655.1,845231.3354,1532032.989,110739759.6
11/1/2021,3.7,,,10984.18,6278.24,,,,50.3571,,17262.42,869285.4102,1539829.321,110733526.9
12/1/2021,3.1,112081264,4825595.62,11395.68,6281.6,10.13,31.22,58.66,50.2478,5664458,17677.28,888244.43,1969475.579,112344960.7
1/1/2022,3,,,10559.01,6082.16,,,,51.2353,,16641.17,852615.3373,1914456.238,112204778.4
2/1/2022,3,,,10185.73,6249.09,,,,51.2807,,16434.82,842789.074,1885062.49,112172557.3
3/1/2022,4,,4266797.02,11768.49,7305.01,9.43,30.61,59.96,52.074,4928798,19073.5,993233.439,1589378.363,112143265.3
4/1/2022,4.9,,,11462.84,6167.58,,,,51.976,,17630.42,916358.7099,1628558.018,112116902.6
5/1/2022,5.4,,,11879.48,6355.77,,,,52.3618,,18235.25,954830.5135,1651967.319,112093469
6/1/2022,6.1,,4641824.63,12521.68,6741.31,8.35,30.51,61.13,53.5685,5398104,19262.99,1031889.48,1861465.071,112072964.6
7/1/2022,6.4,,,12215,6240.31,,,,55.8925,,18455.31,1031513.414,1822726.29,112055389.4
8/1/2022,6.3,,,12455.33,6461.89,,,,55.7501,,18917.22,1054636.907,1799952.441,112040743.5
9/1/2022,6.9,,4426630.15,12011.51,7249.23,8.53,26.87,64.61,57.4338,5249946,19260.74,1106217.489,1729500.05,112029026.7
10/1/2022,7.7,,,11024.21,7745.59,,,,58.8247,,18769.8,1104127.854,1750356.686,112020239.1
11/1/2022,8,,,10817.61,7165.6,,,,57.6523,,17983.21,1036773.418,1746168.781,112014380.7
12/1/2022,8.1,113100950,5204832.41,10320.21,5810.57,9.42,30.46,60.11,55.6839,6451429,16130.78,898224.7404,2210836.82,113301094.8
1/1/2023,8.7,,,10997.87,5441.87,,,,54.9913,,16439.74,904042.6743,2176001.437,113194697
2/1/2023,8.6,,,8983.78,5103.31,,,,54.7831,,14087.09,771734.4602,2139791.006,113170241.2
3/1/2023,7.6,,4611219.42,11631.81,6613.63,9.06,29.96,60.98,54.7956,5614956,18245.44,999769.8321,1827320.91,113148008.8
4/1/2023,6.6,,,9748.47,4916.14,,,,55.3155,,14664.61,811180.2345,1849170.025,113127999.5
5/1/2023,6.1,,,10932.62,6530.25,,,,55.7279,,17462.87,973169.0731,1897193.291,113110213.5
6/1/2023,5.4,,4990934.04,10667.01,6730.74,8.03,29.84,62.14,55.8946,5887040,17397.75,972440.2772,2009838.318,113094650.8
7/1/2023,4.7,,,10370.22,6245.73,,,,54.9211,,16615.95,912566.2515,1976073.223,113081311.3
8/1/2023,5.3,,,10834.74,6729.64,,,,56.1599,,17564.38,986413.8244,1971359.417,113070195.1
9/1/2023,6.1,,4767549.24,10320.24,6771.93,8.13,26.77,65.1,56.7869,5761125,17092.17,970611.3486,1898885.682,113061302.1
10/1/2023,4.9,,,10759.41,6518.43,,,,56.7889,,17277.84,981189.528,1922461.038,113054632.3
11/1/2023,4.1,,,11000.53,6231.07,,,,55.8122,,17231.6,961733.5055,1920769.49,113050185.8
12/1/2023,3.9,113964338,5575901.99,9962.5,5784.38,9.05,29.8,61.15,55.5877,7050442,15746.88,875332.8414,2416601.7,114139928.7
1/1/2024,2.8,,,10340.59,5993.4,,,,55.9723,,16333.99,914250.9885,2381603.22,114046583.9
2/1/2024,3.4,,,9578.97,6015.84,,,,56.0649,,15594.81,874321.4632,2343197.762,114025128.5
3/1/2024,3.7,,4907012.67,9579.22,6225.25,8.6,29.76,61.64,55.8493,6119136,15804.47,882668.5864,1942967.01,114005623.5
4/1/2024,3.8,,,11030.93,6304.7,,,,56.9506,,17335.63,987274.5299,2033322.829,113988069
5/1/2024,3.9,,,11064.76,6334.84,,,,57.7619,,17399.6,1005033.955,2046566.41,113972465.1
6/1/2024,3.7,,5203455.44,9904.2,5568.59,7.37,30.25,62.38,58.6963,6494774,15472.79,908195.5237,2165436.164,113958811.6
7/1/2024,4.4,,,11129.79,6251.6,,,,58.4845,,17381.39,1016541.903,2187564.495,113947108.6
8/1/2024,3.3,,,11148.73,6753.4,,,,57.1935,,17902.13,1023885.472,2164754.279,113937356.1
9/1/2024,1.9,,5051395.98,11362.26,6259.74,7.51,26.72,65.77,56.0713,6254621,17622,988088.4486,2036580.066,113929554.1
10/1/2024,2.3,,,12005.74,6191.05,,,,57.3009,,18196.79,1042692.444,2085969.176,113923702.7
11/1/2024,2.5,,,10632.93,5697.41,,,,58.6947,,16330.34,958504.4072,2075700.363,113919801.7
12/1/2024,2.9,114891199,5884528.49,9818.51,5672.89,8.46,29.58,61.97,58.448,7577838,15491.4,905441.3472,2595756.306,115090094.4
