Unnamed: 0,Year,Month,Unnamed: 3,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN
19-Mar,2019,March,3/1/19,3.4,,4215576.48,9365.8,6030.8,9.88,30.73,59.39,52.4134,4426077,490893.4217,316094.7327
19-Apr,2019,April,4/1/19,3.2,,,9451.19,5652.23,,,,52.1122,,492522.3035,294550.1402
19-May,2019,May,5/1/19,3.2,,,9848.9,6199.69,,,,52.262,,514723.2118,324008.1988
19-Jun,2019,June,6/1/19,2.7,,4720383.97,8785.68,6149.83,8.22,30.27,61.51,51.8029,4865973,455123.7025,318579.0285
19-Jul,2019,July,7/1/19,2.2,,,9893.35,6252.11,,,,51.1429,,505974.6097,319751.0365
19-Aug,2019,August,8/1/19,1.4,,,9307.45,6302.58,,,,52.0547,,484496.5175,328078.9111
19-Sep,2019,September,9/1/19,0.5,,4397241.33,9488.56,6079.81,8.56,28.9,62.54,52.1052,4725892,494403.3165,316789.716
19-Oct,2019,October,10/1/19,0.6,,,9914.28,6341.73,,,,51.5042,,510627.06,326625.7303
19-Nov,2019,November,11/1/19,1.2,,,9275.21,5622.87,,,,50.7268,,470501.7226,285230.2019
19-Dec,2019,December,12/1/19,2.4,109465287,4931988.49,8712.41,5750.62,10.14,31.49,58.37,50.7671,5499920,442303.7897,291942.3006
20-Jan,2020,January,1/1/20,3,,,9556.69,5801.89,,,,50.8386,,485848.7402,294959.965
20-Feb,2020,February,2/1/20,2.5,,,7400.35,5432.17,,,,50.7448,,375529.2807,275654.3802
20-Mar,2020,March,3/1/20,2.2,,4463185.92,7804.99,5079.05,9.92,30.19,59.89,50.9036,4449141,397302.089,258541.9296
20-Apr,2020,April,4/1/20,1.8,,,3507.07,3319.97,,,,50.7349,,177930.8457,168438.346
20-May,2020,May,5/1/20,1.6,,,5855.19,4541.51,,,,50.5556,,296012.6436,229598.763
20-Jun,2020,June,6/1/20,2.3,,4985924.38,6955.79,5531.67,10.04,28.52,61.44,50.0972,4138373,348465.6028,277121.1783
20-Jul,2020,July,7/1/20,2.4,,,7833.6,5698.73,,,,49.4675,,387508.608,281901.9263
20-Aug,2020,August,8/1/20,2.2,,,7679.4,5499.62,,,,48.8433,,375087.238,268619.5895
20-Sep,2020,September,9/1/20,2.2,,4675544.21,8552.49,6286.06,9.79,26.95,63.26,48.5057,4205108,414844.5142,304909.7405
20-Oct,2020,October,10/1/20,2.3,,,8335.45,6287.05,,,,48.4822,,404120.954,304810.0155
20-Nov,2020,November,11/1/20,3,,,8026.77,5882.74,,,,48.2521,,387308.5087,283854.5588
20-Dec,2020,December,12/1/20,3.3,110804683,5258096.11,8303.75,5854.06,10.77,30.69,58.54,48.0637,5158953,399108.9489,281367.7836
21-Jan,2021,January,1/1/21,3.7,,,8424.81,5549.4,,,,48.0614,,404908.1633,266711.9332
21-Feb,2021,February,2/1/21,4.2,,,8064.45,5358.48,,,,48.2042,,388740.3607,258301.2416
21-Mar,2021,March,3/1/21,4.1,,4433805.49,9533.14,6779.04,10.17,30.07,59.76,48.5743,4374072,463065.6023,329287.1227
21-Apr,2021,April,4/1/21,4.1,,,8878.68,5784.51,,,,48.462,,430278.5902,280328.9236
21-May,2021,May,5/1/21,4.1,,,9121.64,5943.04,,,,47.9552,,437430.0705,284999.6718
21-Jun,2021,June,6/1/21,3.7,,4142943.37,9906.89,6578.17,8.96,30.87,60.17,48.1247,4767989,476766.1092,316572.4578
21-Jul,2021,July,7/1/21,3.7,,,9991.04,6487.15,,,,49.943,,498982.5107,323987.7325
21-Aug,2021,August,8/1/21,4.4,,,9850.62,6541.29,,,,50.2343,,494839.0003,328597.1242
21-Sep,2021,September,9/1/21,4.2,,4135498.81,10499.42,6691.76,8.99,27.36,63.65,50.1421,4604095,526462.9676,335538.8991
21-Oct,2021,October,10/1/21,4,,,10234.67,6420.43,,,,50.7491,,519400.2913,325831.0441
21-Nov,2021,November,11/1/21,3.7,,,10984.18,6278.24,,,,50.3571,,553131.4507,316153.9595
21-Dec,2021,December,12/1/21,3.1,112081264,4825595.62,11395.68,6281.6,10.13,31.22,58.66,50.2478,5664458,572607.8495,315636.5805
22-Jan,2022,January,1/1/22,3,,,10559.01,6082.16,,,,51.2353,,540994.0451,311621.2922
22-Feb,2022,February,2/1/22,3,,,10185.73,6249.09,,,,51.2807,,522331.3644,320457.7096
22-Mar,2022,March,3/1/22,4,,4266797.02,11768.49,7305.01,9.43,30.61,59.96,52.074,4928798,612832.3483,380401.0907
22-Apr,2022,April,4/1/22,4.9,,,11462.84,6167.58,,,,51.976,,595792.5718,320566.1381
22-May,2022,May,5/1/22,5.4,,,11879.48,6355.77,,,,52.3618,,622030.9559,332799.5576
22-Jun,2022,June,6/1/22,6.1,,4641824.63,12521.68,6741.31,8.35,30.51,61.13,53.5685,5398104,670767.6151,361121.8647
22-Jul,2022,July,7/1/22,6.4,,,12215,6240.31,,,,55.8925,,682726.8875,348786.5267
22-Aug,2022,August,8/1/22,6.3,,,12455.33,6461.89,,,,55.7501,,694385.893,360251.0137
22-Sep,2022,September,9/1/22,6.9,,4426630.15,12011.51,7249.23,8.53,26.87,64.61,57.4338,5249946,689866.663,416350.826
22-Oct,2022,October,10/1/22,7.7,,,11024.21,7745.59,,,,58.8247,,648495.846,455632.0081
22-Nov,2022,November,11/1/22,8,,,10817.61,7165.6,,,,57.6523,,623660.097,413113.3209
22-Dec,2022,December,12/1/22,8.1,113100950,5204832.41,10320.21,5810.57,9.42,30.46,60.11,55.6839,6451429,574669.5416,323555.1988
23-Jan,2023,January,1/1/23,8.7,,,10997.87,5441.87,,,,54.9913,,604787.1685,299255.5057
23-Feb,2023,February,2/1/23,8.6,,,8983.78,5103.31,,,,54.7831,,492159.3181,279575.1421
23-Mar,2023,March,3/1/23,7.6,,4611219.42,11631.81,6613.63,9.06,29.96,60.98,54.7956,5614956,637372.008,362397.824
23-Apr,2023,April,4/1/23,6.6,,,9748.47,4916.14,,,,55.3155,,539241.4923,271938.7422
23-May,2023,May,5/1/23,6.1,,,10932.62,6530.25,,,,55.7279,,609251.9541,363917.119
23-Jun,2023,June,6/1/23,5.4,,4990934.04,10667.01,6730.74,8.03,29.84,62.14,55.8946,5887040,596228.2571,376212.02
23-Jul,2023,July,7/1/23,4.7,,,10370.22,6245.73,,,,54.9211,,569543.8896,343022.3619
23-Aug,2023,August,8/1/23,5.3,,,10834.74,6729.64,,,,56.1599,,608477.9149,377935.9094
23-Sep,2023,September,9/1/23,6.1,,4767549.24,10320.24,6771.93,8.13,26.77,65.1,56.7869,5761125,586054.4369,384556.9117
23-Oct,2023,October,10/1/23,4.9,,,10759.41,6518.43,,,,56.7889,,611015.0585,370174.4694
23-Nov,2023,November,11/1/23,4.1,,,11000.53,6231.07,,,,55.8122,,613963.7805,347769.7251
23-Dec,2023,December,12/1/23,3.9,113964338,5575901.99,9962.5,5784.38,9.05,29.8,61.15,55.5877,7050442,553792.4613,321540.3801
24-Jan,2024,January,1/1/24,2.8,,,10340.59,5993.4,,,,55.9723,,578786.6057,335464.3828
24-Feb,2024,February,2/1/24,3.4,,,9578.97,6015.84,,,,56.0649,,537043.9952,337277.468
24-Mar,2024,March,3/1/24,3.7,,4907012.67,9579.22,6225.25,8.6,29.76,61.64,55.8493,6119136,534992.7315,347675.8548
24-Apr,2024,April,4/1/24,3.8,,,11030.93,6304.7,,,,56.9506,,628218.0821,359056.4478
24-May,2024,May,5/1/24,3.9,,,11064.76,6334.84,,,,57.7619,,639121.5606,365912.3946
24-Jun,2024,June,6/1/24,3.7,,5203455.44,9904.2,5568.59,7.37,30.25,62.38,58.6963,6494774,581339.8945,326855.6292
24-Jul,2024,July,7/1/24,4.4,,,11129.79,6251.6,,,,58.4845,,650920.2033,365621.7002
24-Aug,2024,August,8/1/24,3.3,,,11148.73,6753.4,,,,57.1935,,637634.8893,386250.5829
24-Sep,2024,September,9/1/24,1.9,,5051395.98,11362.26,6259.74,7.51,26.72,65.77,56.0713,6254621,637096.6891,350991.7595
24-Oct,2024,October,10/1/24,2.3,,,12005.74,6191.05,,,,57.3009,,687939.7072,354752.7369
24-Nov,2024,November,11/1/24,2.5,,,10632.93,5697.41,,,,58.6947,,624096.6365,334407.7707
24-Dec,2024,December,12/1/24,2.9,114891199,5884528.49,9818.51,5672.89,8.46,29.58,61.97,58.448,7577838,573872.2725,331569.0747
25-Jan,2025,January,1/1/25,2.9,,,11497.73,6571.45,,,,58.3906,,673137.3471,383832.9447
25-Feb,2025,February,2/1/25,2.1,,,9761.28,6787.09,,,,58.0942,,568074.7156,394295.2114
25-Mar,2025,March,3/1/25,1.8,,5195588.2,11280.45,6767.76,8.34,29.53,62.12,57.4246,6583459,648447.7711,389493.2602
25-Apr,2025,April,4/1/25,1.4,,,10755.11,6782.51,,,,56.8529,,612085.7123,385653.1192
25-May,2025,May,5/1/25,1.3,,,10946.76,7314.57,,,,55.6246,,609636.7161,407076.3977
25-Jun,2025,June,6/1/25,1.4,,5539082.71,11460.54,7064.26,7.47,29.28,63.25,56.3586,6963096,646137.8229,398251.8475
25-Jul,2025,July,7/1/25,0.9,,,11772.51,7349.57,,,,56.7523,,668863.312,417539.7241
25-Aug,2025,August,8/1/25,1.5,,,11112.23,7126.04,,,,57.2525,,636466.3096,408094.1024
25-Sep,2025,September,9/1/25,1.7,,5316054.33,11944.28,7274.67,7.43,25.87,66.7,57.2501,6556241,684379.7179,416868.8932
25-Oct,2025,October,10/1/25,1.7,,,11641.73,7448.17,,,,58.2984,,679003.7967,434256.6198
25-Nov,2025,November,11/1/25,1.5,,,10421.98,6908.34,,,,58.9136,,641501.9425,408082.7245
25-Dec,2025,December,12/1/25,1.8,115806994.8,,..,..,,,,58.8488,7907140,648471.4049,413474.6112
,2026,January,1/1/26,2,,,11416.82,7142.75,,,,59.1622,,675444.1882,422580.8041
,2026,February,2/1/26,2.4,,,11012.96,7330.43,,,,58.2803,,641838.6127,427219.6595
,2026,March,3/1/26,4.1,,,,,,,,59.4069,7032331.834,638603.0836,405116.5871
,2026,April,4/1/26,4.944294525,,,,,,,,59.84289976,,655293.2621,432653.5232
,2026,May,5/1/26,5.188257716,,,,,,,,59.89549093,,660184.9961,435260.9368
,2026,June,6/1/26,5.428283667,,,,,,,,60.2780821,6668734.813,680366.8775,440452.2782
,2026,July,7/1/26,5.66525213,,,,,,,,60.54424092,,680312.1896,446933.0917
,2026,August,8/1/26,5.560456826,,,,,,,,60.70828798,,688512.0332,454503.4604
,2026,September,9/1/26,5.812285778,,,,,,,,60.9899115,8111814.47,694973.6946,457170.775
,2026,October,10/1/26,5.872194086,,,,,,,,61.1920615,,678334.8642,435398.9368
,2026,November,11/1/26,6.109064949,,,,,,,,61.06650268,,663536.8021,421930.0955
,2026,December,12/1/26,5.743815087,116710298.4,,,,,,,60.94110568,6781106.503,686218.3866,429450.3827
,2027,January,1/1/27,5.797091363,,,,,,,,61.04284998,,637169.2196,427375.4265
,2027,February,2/1/27,5.731312084,,,,,,,,60.83971802,,683513.4813,453320.2356
,2027,March,3/1/27,4.629658486,,,,,,,,60.89711231,7044806.094,663372.6627,423400.6799
