order,seasonal_order,MSE
"(0, 0, 5)","(0, 1, 0, 12)",0.0008555599619950064
"(6, 0, 6)","(0, 1, 0, 3)",0.005390244673219716
"(6, 0, 5)","(1, 0, 0, 12)",0.005583061363066777
"(1, 0, 5)","(0, 1, 0, 3)",0.6640247187810977
"(2, 0, 0)","(0, 0, 1, 6)",0.7344182095161935
